2024-06-27 13:11, success, 0.322322
2024-06-27 13:24, success, 0.346608
2024-06-27 13:32, success, 0.373615
2024-06-27 13:41, success, 0.290096
2024-06-27 13:49, success, 0.484082
2024-06-27 13:58, success, 0.279680
2024-06-27 14:08, success, 0.277012
2024-06-27 14:20, success, 0.538832
2024-06-27 14:30, success, 0.313281
2024-06-27 14:39, success, 0.332635
2024-06-27 14:47, success, 0.254450
2024-06-27 14:55, success, 0.651762
2024-06-27 15:07, success, 0.523539
2024-06-27 15:19, success, 0.182178
2024-06-27 15:29, success, 0.204950
2024-06-27 15:37, success, 0.471987
2024-06-27 15:46, success, 0.478626
2024-06-27 15:55, success, 0.390251
2024-06-27 16:05, success, 0.243639
2024-06-27 16:17, success, 0.399341
2024-06-27 16:30, success, 0.245710
2024-06-27 16:40, success, 0.470674
2024-06-27 16:49, success, 0.171538
2024-06-27 16:57, success, 0.182740
2024-06-27 17:08, success, 0.284812
2024-06-27 17:20, success, 0.402654
2024-06-27 17:30, success, 0.290216
2024-06-27 17:39, success, 0.262313
2024-06-27 17:47, success, 0.366040
2024-06-27 17:55, success, 0.568949
2024-06-27 18:07, success, 0.299718
2024-06-27 18:20, success, 0.302969
2024-06-27 18:31, success, 0.273533
2024-06-27 18:40, success, 0.529016
2024-06-27 18:49, success, 0.474612
2024-06-27 18:57, success, 0.415209
2024-06-27 19:08, success, 0.265428
2024-06-27 19:19, success, 0.312772
2024-06-27 19:27, success, 0.404164
2024-06-27 19:37, success, 0.286943
2024-06-27 19:45, success, 0.390860
2024-06-27 19:54, success, 0.473046
2024-06-27 20:03, success, 0.379456
2024-06-27 20:15, success, 0.547364
2024-06-27 20:25, success, 0.292102
2024-06-27 20:34, success, 0.393008
2024-06-27 20:43, success, 0.295146
2024-06-27 20:51, success, 0.328376
2024-06-27 21:00, success, 0.338084
2024-06-27 21:11, success, 0.336825
2024-06-27 21:21, success, 0.193816
2024-06-27 21:29, success, 0.507618
2024-06-27 21:38, success, 0.242196
2024-06-27 21:46, success, 0.321937
2024-06-27 21:55, success, 0.402332
2024-06-27 22:05, success, 0.191263
2024-06-27 22:16, success, 0.345899
2024-06-27 22:27, success, 0.211831
2024-06-27 22:36, success, 0.238504
2024-06-27 22:44, success, 0.258461
2024-06-27 22:53, success, 0.418895
2024-06-27 23:02, success, 0.362152
2024-06-27 23:13, success, 0.254530
2024-06-27 23:24, success, 0.252061
2024-06-27 23:33, success, 0.316884
2024-06-27 23:41, success, 0.304823
2024-06-27 23:50, success, 0.412115
2024-06-27 23:58, success, 0.340644
2024-06-28 00:26, success, 0.233924
2024-06-28 00:49, success, 0.224240
2024-06-28 01:23, success, 0.363599
2024-06-28 01:50, success, 0.387578
2024-06-28 02:12, success, 0.388848
2024-06-28 02:31, success, 0.347441
2024-06-28 02:43, success, 0.444666
2024-06-28 02:52, success, 0.386007
2024-06-28 03:00, success, 0.585989
2024-06-28 03:12, success, 0.374295
2024-06-28 03:25, success, 0.318851
2024-06-28 03:34, success, 0.372336
2024-06-28 03:42, success, 0.269901
2024-06-28 03:51, success, 0.341813
2024-06-28 03:59, success, 0.558316
2024-06-28 04:10, success, 0.275874
2024-06-28 04:24, success, 0.283910
2024-06-28 04:33, success, 0.297509
2024-06-28 04:42, success, 0.181779
2024-06-28 04:50, success, 0.412658
2024-06-28 04:59, success, 0.393267
2024-06-28 05:09, success, 0.290867
2024-06-28 05:21, success, 0.349583
2024-06-28 05:30, success, 0.551150
2024-06-28 05:39, success, 0.233232
2024-06-28 05:48, success, 0.413912
2024-06-28 05:56, success, 0.212690
2024-06-28 06:08, success, 0.313879
2024-06-28 06:22, success, 0.379674
2024-06-28 06:34, success, 0.259076
2024-06-28 06:43, success, 0.237494
2024-06-28 06:51, success, 0.271444
2024-06-28 06:59, success, 0.269088
2024-06-28 07:11, success, 0.240132
2024-06-28 07:21, success, 0.196209
2024-06-28 07:30, success, 0.301432
2024-06-28 07:38, success, 0.373973
2024-06-28 07:47, success, 0.228870
2024-06-28 07:55, success, 0.453377
2024-06-28 08:06, success, 0.437460
2024-06-28 08:19, success, 0.375211
2024-06-28 08:30, success, 0.405046
2024-06-28 08:39, success, 0.379761
2024-06-28 08:48, success, 0.412833
2024-06-28 08:56, success, 0.242880
2024-06-28 09:07, success, 0.358941
2024-06-28 09:20, success, 0.427663
2024-06-28 09:29, success, 0.416933
2024-06-28 09:37, success, 0.240702
2024-06-28 09:46, success, 0.397594
2024-06-28 09:55, success, 0.240131
2024-06-28 10:05, success, 0.365375
2024-06-28 10:17, success, 0.271382
2024-06-28 10:29, success, 0.318414
2024-06-28 10:38, success, 0.500111
2024-06-28 10:47, success, 0.208484
2024-06-28 10:55, success, 0.373078
2024-06-28 11:05, success, 0.309984
2024-06-28 11:17, success, 0.184502
